GHCN_ID,Lat,Lon,Elev,State,Name,Probability_of_Snow_Depth_GT_0,Median_of_Snow_Depth_GT_0_inches,Probability_of_Snowfall_GT_0,Median_of_Snowfall_GT_0_inches
USC00485055,43.7144,-106.6375,1420.4,WY,KAYCEE,51%,2,11%,1.3
USC00294369,35.7783,-106.6872,1908.7,NM,JEMEZ SPRINGS,21%,2,10%,-6666
USC00290231,35.0217,-106.6939,1510.3,NM,ALBUQUERQUE VALLEY,4%,-6666,4%,-6666
USC00292837,36.5928,-106.73,2054.4,NM,EL VADO DAM,38%,4,14%,1.8
USC00480740,44.1242,-106.7319,1516.4,WY,BILLY CREEK,41%,2,15%,0.9
USC00294426,32.6161,-106.7403,1316.1,NM,JORNADA EXP RANGE,2%,-6666,1%,-6666
USC00299820,35.9478,-106.7469,2505.5,NM,WOLF CANYON,66%,8,23%,2
USC00298535,32.2822,-106.7597,1184.5,NM,STATE UNIV,2%,-6666,2%,-6666
USC00295150,34.7675,-106.7611,1475.2,NM,LOS LUNAS 3 SSW,2%,-6666,3%,-6666
USC00487990,41.4528,-106.8053,2069.6,WY,SARATOGA,60%,2,15%,1.2
USC00057936,40.4883,-106.8233,2092.8,CO,STEAMBOAT SPRINGS,98%,16,44%,2.1
USC00290915,34.4219,-106.8325,1443.2,NM,BERNARDO,2%,-6666,4%,-6666
USC00050372,39.1853,-106.8381,2455.5,CO,ASPEN 1 SW,100%,16,37%,1.8
USC00488160,44.8406,-106.8383,1143,WY,SHERIDAN FLD STA,57%,4,9%,-6666
USC00485525,42.1953,-106.8556,1839.5,WY,LEO 6 SW,29%,3,11%,1
USC00290125,32.1167,-106.8667,1276.8,NM,AFTON 6 NE,0%,-6666,2%,-6666
USC00298387,34.0828,-106.8831,1397.5,NM,SOCORRO,5%,-6666,4%,-6666
USC00291138,33.8044,-106.8908,1375.3,NM,BOSQUE DEL APACHE,3%,-6666,2%,-6666
USC00488626,44.5772,-106.8969,1549.3,WY,STORY,87%,7,27%,1.4
USC00059265,40.1561,-106.9092,2394.8,CO,YAMPA,97%,9,35%,1.6
USW00023063,39.65,-106.9167,1980.3,CO,EAGLE FAA AP,56%,5,23%,0.9
USC00290268,32.9308,-106.9328,1378,NM,ALEMAN RCH,6%,-6666,3%,-6666
USC00241297,45.5397,-106.9597,1045.5,MT,BUSBY,71%,4,18%,1
USC00053662,38.5253,-106.9672,2323.2,CO,GUNNISON 3SW,72%,6,21%,1
USC00292241,36.0106,-106.9683,2147.3,NM,CUBA,18%,3,7%,-6666
USW00024029,44.7694,-106.9689,1202.4,WY,SHERIDAN CO AP,68%,3,27%,0.9
USC00051959,38.8739,-106.9769,2702.1,CO,CRESTED BUTTE,99%,16,35%,2.8
USC00292608,36.9358,-107,2070.5,NM,DULCE,54%,6,24%,1.4
USC00056258,37.2425,-107.0169,2209.8,CO,PAGOSA SPRINGS,82%,7,26%,2.1
USC00294398,35.9547,-107.0856,2195.5,NM,JOHNSON RCH,31%,3,11%,2
USC00294461,34.0311,-107.125,2041.9,NM,KELLY RCH,1%,-6666,2%,-6666
USC00244364,45.9353,-107.1375,944.9,MT,HYSHAM 25 SSE,46%,4,16%,1
USC00050797,38.4667,-107.1678,2306.7,CO,BLUE MESA LAKE,74%,5,22%,1
USC00299031,35.7992,-107.1814,2042.2,NM,TORREON NAVAJO MISS,11%,2,8%,-6666
USC00292848,33.1461,-107.1844,1394.8,NM,ELEPHANT BUTTE DAM,0%,-6666,1%,-6666
USC00244386,46.7392,-107.2078,851.9,MT,INGOMAR 14 NE,55%,4,13%,1
USC00297423,33.7528,-107.2094,1661.2,NM,RIENHARDT RCH,1%,-6666,2%,-6666
USC00299128,33.1406,-107.2314,1335.6,NM,TRUTH OR CONSEQUENC,1%,-6666,2%,-6666
USC00053867,40.4928,-107.2547,1971.1,CO,HAYDEN,92%,10,36%,1.6
USC00482399,44.8728,-107.2658,1203.4,WY,DAYTON,65%,3,21%,1.4
USC00488858,43.8111,-107.365,1426.5,WY,TENSLEEP 16SSE,88%,6,21%,1
USC00294719,35.0464,-107.3736,1777,NM,LAGUNA,10%,-6666,5%,-6666
USC00488852,44.0647,-107.3819,1467.6,WY,TENSLEEP 4NE,71%,3,18%,1
USC00298524,35.9247,-107.4656,2022.3,NM,STAR LAKE,24%,2,10%,-6666
USC00292250,35.0883,-107.5178,1888.2,NM,CUBERO,6%,-6666,6%,-6666
USC00294009,32.9203,-107.5656,1605.4,NM,HILLSBORO,2%,-6666,2%,-6666
USC00051932,40.4506,-107.5894,1980,CO,CRAIG 4 SW,81%,5,24%,1.4
USC00290640,34.075,-107.6211,2133.6,NM,AUGUSTINE 2E,1%,-6666,3%,-6666
USC00296061,36.8047,-107.6214,1758.7,NM,NAVAJO DAM,4%,-6666,6%,-6666
USC00056306,38.8522,-107.6236,1699.6,CO,PAONIA 1 SW,53%,4,18%,1.8
USC00248939,48.7597,-107.625,711.1,MT,WHITEWATER,19%,3,4%,-6666
USW00023058,31.8297,-107.6389,1239,NM,COLUMBUS,1%,-6666,1%,-6666
USC00299806,33.3497,-107.6492,1888.5,NM,WINSTON,4%,-6666,6%,-6666
USC00054934,37.3769,-107.6556,2549.7,CO,LEMON DAM,89%,13,27%,2.4
USC00057656,37.8089,-107.6633,2830.1,CO,SILVERTON,99%,18,31%,2.1
USC00056203,38.0206,-107.6686,2389.6,CO,OURAY,93%,7,26%,1.9
USC00480778,43.6561,-107.7375,1717.5,WY,BLACK MTN,70%,2,14%,1
USC00292436,32.2531,-107.7531,1310.6,NM,DEMING,1%,-6666,1%,-6666
USC00488124,44.5478,-107.7633,1306.1,WY,SHELL 1NE,44%,4,11%,-6666
USC00057031,39.5447,-107.7853,1656.6,CO,RIFLE,49%,4,19%,1.9
USC00484925,42.4942,-107.8292,1926.3,WY,JEFFREY CITY,62%,2,9%,-6666
USC00293157,32.6317,-107.8636,1591.7,NM,FAYWOOD,0%,-6666,1%,-6666
USC00245596,46.6008,-107.8689,890,MT,MELSTONE,43%,3,13%,2
USC00058204,37.9492,-107.8736,2635.6,CO,TELLURIDE 4WNW,97%,10,31%,2
USC00296812,34.4931,-107.8883,2426.5,NM,PIETOWN 19NE,48%,3,15%,1.8
USW00093057,35.1664,-107.8992,1987.3,NM,GRANTS MILAN MUNI A,4%,-6666,5%,-6666
USC00487473,44.1786,-107.9381,1225.3,WY,RAIRDEN 2WSW,56%,2,11%,0.9
USW00024062,43.9658,-107.9508,1271.6,WY,WORLAND,63%,4,16%,0.9
USC00245340,47.8417,-107.9556,794,MT,MALTA 35 S,52%,5,10%,-6666
USC00291063,36.6669,-107.9603,1769.7,NM,BLOOMFIELD 3 SE,6%,-6666,5%,-6666
USC00290692,36.835,-108.0006,1720.3,NM,AZTEC RUINS NM,11%,2,7%,-6666
USC00295754,32.9325,-108.0142,1901.3,NM,MIMBRES RS,1%,-6666,2%,-6666
USC00056524,37.9944,-108.0211,2301.2,CO,PLACERVILLE 3SE,64%,5,21%,2
USC00480540,44.38,-108.035,1169.5,WY,BASIN,41%,3,8%,-6666
USC00484080,44.4908,-108.0411,1176.5,WY,GREYBULL,41%,3,8%,-6666
USC00053016,37.2308,-108.0514,2328.7,CO,FT LEWIS,79%,9,18%,2.4
USC00293368,32.2261,-108.0867,1365.2,NM,GAGE,0%,-6666,1%,-6666
USC00299720,32.5578,-108.1264,1530.1,NM,WHITEWATER,1%,-6666,1%,-6666
USC00293265,32.7939,-108.1514,1859,NM,FT BAYARD,1%,-6666,1%,-6666
USC00293530,33.1975,-108.2075,1717.9,NM,GILA HOT SPRINGS,4%,-6666,3%,-6666
USC00298830,35.4167,-108.2333,2176.9,NM,THOREAU,29%,3,11%,2
USC00244345,45.9228,-108.2444,924.8,MT,HUNTLEY EXP STN,51%,3,15%,1
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCI C,7%,-6666,8%,-6666
USC00055327,37.335,-108.3161,2102.2,CO,MANCOS,61%,4,17%,1.6
USC00293775,31.9175,-108.3247,1374.6,NM,HACHITA,2%,-6666,3%,-6666
USC00293340,36.7381,-108.3483,1563.6,NM,FRUITLAND,3%,-6666,8%,-6666
USC00292785,35.0381,-108.3492,2201.6,NM,EL MORRO NATL MON,32%,4,15%,1.7
USC00056266,39.1136,-108.3506,1448.1,CO,PALISADE,9%,-6666,7%,-6666
USC00487760,43.0308,-108.3742,1510.3,WY,RIVERTON,54%,2,12%,0.9
USC00050214,39.5008,-108.3794,1730.3,CO,ALTENBERN,64%,4,21%,2
USC00248415,48.9992,-108.3894,908.9,MT,TURNER 11N,52%,5,10%,1.1
USC00053489,39.0422,-108.4664,1450.8,CO,GRAND JUNCTION 6 ES,23%,2,12%,-6666
USC00055531,37.1986,-108.4883,2160.1,CO,MESA VERDE NP,66%,6,20%,1.9
USC00052326,37.4753,-108.4975,2118.4,CO,DOLORES,65%,7,20%,1.6
USC00248498,47.3389,-108.4983,885.4,MT,VALENTINE,44%,3,9%,-6666
USC00291910,32.8331,-108.5036,1455.7,NM,CLIFF 11 SE,0%,-9999,0%,-6666
USC00246747,45.4328,-108.5303,1239.9,MT,PRYOR,25%,3,6%,-6666
USW00023066,39.1342,-108.54,1480.7,CO,GRAND JUNCTION WALK,27%,2,16%,0.7
USW00024033,45.8069,-108.5422,1091.5,MT,BILLINGS LOGAN INTL,46%,2,21%,0.7
USC00240801,45.7508,-108.5706,970.8,MT,BILLINGS WFO,42%,3,18%,0.8
USC00051886,37.3444,-108.5931,1879.7,CO,CORTEZ,30%,3,14%,0.9
USC00482415,44.8919,-108.5931,1251.2,WY,DEAVER,15%,4,5%,-6666
USC00055422,40.2844,-108.605,1871.5,CO,MASSADONA 3E,74%,5,18%,1.1
USC00295079,32.3094,-108.6531,1293.6,NM,LORDSBURG 4 SE,0%,-6666,3%,-6666
USC00291252,33.0389,-108.7136,1464,NM,BUCKHORN,0%,-9999,1%,-6666
USW00024021,42.8153,-108.7261,1704.4,WY,LANDER HUNT FLD AP,76%,5,16%,0.9
USC00297340,32.7047,-108.7281,1236.3,NM,REDROCK 1 NNE,2%,-6666,2%,-6666
USC00290417,31.9378,-108.7686,1352.4,NM,ANIMAS 3 ESE,3%,-6666,3%,-6666
USC00056832,40.0894,-108.7717,1610.9,CO,RANGELY 1 E,59%,4,15%,1.3
USC00297386,33.7158,-108.7769,1782.2,NM,RESERVE RS,2%,-6666,3%,-6666
USW00023081,35.5144,-108.7939,1972.4,NM,GALLUP MUNI AP,27%,2,16%,1
USC00243727,47.0258,-108.8031,1063.8,MT,GRASS RANGE,43%,2,15%,1
USC00247228,47.4869,-108.8372,940.3,MT,ROY 8 NE,46%,5,10%,1.9
USW00093044,35.0706,-108.8389,1923.6,NM,ZUNI,5%,-6666,6%,-6666
USC00293577,33.3217,-108.8794,1440.2,NM,GLENWOOD,1%,-6666,1%,-6666
USC00241102,45.3261,-108.9092,1092.1,MT,BRIDGER 2 N,51%,3,12%,1.2
USC00295273,33.8225,-108.9417,2148.8,NM,LUNA RS,13%,-6666,6%,-6666
USC00482595,43.2281,-108.9489,1699.3,WY,DIVERSION DAM,17%,2,6%,-6666
USC00488758,44.0761,-108.9547,1901.3,WY,SUNSHINE 3NE,47%,4,12%,1.4
USC00484411,44.7053,-108.9558,1460,WY,HEART MTN,42%,2,10%,1.7
USC00052286,40.2442,-108.9719,1820.3,CO,DINOSAUR NATL MONUM,61%,4,15%,1.2
USC00053246,38.6825,-108.9722,1400.6,CO,GATEWAY,4%,-6666,9%,-6666
USC00244506,45.4731,-109.0097,1172.9,MT,JOLIET,61%,3,15%,1.2
USC00481840,44.5147,-109.045,1546.9,WY,CODY,24%,2,10%,-6666
USW00024027,41.5944,-109.0528,2054.7,WY,ROCK SPRINGS AP,62%,3,20%,0.7
USC00424100,37.3858,-109.075,1597.2,UT,HOVENWEEP NM,23%,2,9%,-6666
USC00028468,36.9233,-109.09,1612.4,AZ,TEEC NOS POS,1%,-6666,1%,-6666
USC00022754,32.7481,-109.1214,1115.6,AZ,DUNCAN,0%,-9999,0%,-6666
USC00481775,44.9367,-109.1375,1246.6,WY,CLARK 3NE,29%,2,8%,-6666
USC00026716,31.8828,-109.2058,1642.9,AZ,PORTAL 4 SW,3%,-6666,2%,-6666
USC00241722,48.5883,-109.2256,737.6,MT,CHINOOK,37%,5,13%,1.7
USC00027560,32.2714,-109.2256,1100.3,AZ,SAN SIMON,1%,-6666,1%,-6666
USC00025129,36.4192,-109.2269,1987.3,AZ,LUKACHUKAI,0%,-6666,1%,-6666
USC00241938,45.6444,-109.2675,1097.9,MT,COLUMBUS,52%,5,11%,1
USC00481284,43.3656,-109.2756,1865.4,WY,BURRIS,18%,2,6%,-6666
USC00246918,45.1897,-109.2861,1776.7,MT,RED LODGE,85%,7,17%,2
USC00422173,40.4378,-109.3045,1464,UT,DINOSAUR QUARRY ARE,50%,4,11%,1.3
USC00021849,33.0561,-109.3072,1072.9,AZ,CLIFTON,0%,-9999,0%,-6666
USC00425805,37.8736,-109.3075,2078.7,UT,MONTICELLO 2E,53%,5,16%,2
USC00424342,40.3642,-109.345,1449.3,UT,JENSEN,52%,4,14%,1
USC00021664,32.0061,-109.3572,1615.4,AZ,CHIRICAHUA NM,2%,-6666,2%,-6666
USC00481855,44.3367,-109.3914,1780,WY,CODY 21 SW,37%,2,13%,0.8
USC00422864,40.9317,-109.4117,1903.2,UT,FLAMING GORGE,61%,3,13%,1.5
USC00027334,31.7561,-109.4131,1636.8,AZ,RUCKER CANYON,0%,-6666,0%,-6666
USC00489467,44.4736,-109.4256,1719.1,WY,WAPITI 1NE,21%,2,7%,-6666
USW00024036,47.0492,-109.4578,1263.4,MT,LEWISTOWN MUNI AP,64%,4,29%,0.6
USC00020958,32.325,-109.4917,1151.2,AZ,BOWIE,0%,-9999,0%,-6666
USC00243486,46.04,-109.4939,1360.6,MT,GIBSON 2 NE,47%,3,14%,2
USW00094030,40.4422,-109.5144,1603.2,UT,VERNAL MUNICIPAL AP,46%,5,12%,1.2
USC00021248,36.1533,-109.5394,1709.9,AZ,CANYON DE CHELLY,1%,-6666,3%,-6666
USC00022659,31.345,-109.5394,1231.4,AZ,DOUGLAS,0%,-9999,0%,-9999
USC00425733,38.5744,-109.5458,1235.4,UT,MOAB,9%,-6666,5%,-6666
USC00420788,37.2825,-109.5575,1316.4,UT,BLUFF,10%,4,5%,-6666
USW00093026,31.4583,-109.6061,1251.2,AZ,DOUGLAS BISBEE INL,0%,-6666,1%,-6666
USC00420336,38.6164,-109.6192,1247.5,UT,ARCHES NP HQS,16%,2,5%,-6666
USC00482715,43.5397,-109.6553,2119.9,WY,DUBOIS,29%,2,14%,0.5
USC00425268,40.5603,-109.6642,1965.4,UT,MAESER 9NW,72%,7,18%,1.8
USC00025418,31.6017,-109.6686,1271,AZ,MC NEAL,0%,-6666,1%,-6666
USC00027390,32.815,-109.6808,900.4,AZ,SAFFORD AGRICULTRL,0%,-9999,1%,-6666
USC00480951,42.7158,-109.6903,2115.3,WY,BOULDER REARING STN,94%,4,19%,1
USC00245961,45.2436,-109.7311,1994.6,MT,MYSTIC LAKE,67%,3,24%,2
USC00020808,33.4783,-109.7517,1848.6,AZ,BLACK RIVER PUMPS,1%,-6666,3%,-6666
USW00094012,48.5428,-109.7633,787.9,MT,HAVRE CITY CO AP,55%,4,23%,0.6
USC00026190,35.0681,-109.7689,1755.6,AZ,PAINTED DESERT NP,2%,-6666,3%,-6666
USC00421168,38.1506,-109.7822,1538.9,UT,CANYONLANDS-THE NEE,19%,2,7%,-6666
USC00421163,38.46,-109.8214,1789.5,UT,CANYONLANDS-THE NEC,54%,3,12%,1
USC00029334,32.2553,-109.8369,1271,AZ,WILLCOX,1%,-6666,2%,-6666
USC00025412,34.1142,-109.8589,2237.2,AZ,MC NARY 2N,55%,5,18%,1.6
USC00487260,42.8747,-109.8592,2200,WY,PINEDALE,95%,5,26%,1
USC00425582,37.1497,-109.8675,1252.4,UT,MEXICAN HAT,1%,-6666,2%,-6666
USC00026468,34.7994,-109.885,1659.9,AZ,PETRIFIED FOREST NP,4%,-6666,3%,-6666
USC00026601,34.1242,-109.9219,2194.6,AZ,PINETOP 2E,48%,5,15%,2.1
USC00020775,31.4475,-109.9289,1694.7,AZ,BISBEE 1WNW,2%,-6666,3%,-6666
USC00245761,47.0575,-109.9514,1310.6,MT,MOCCASIN EXP STN,45%,3,19%,1
USC00241995,45.0189,-109.955,2280.8,MT,COOKE CITY 2 W,100%,21,50%,1.8
USC00427395,40.2878,-109.9586,1528.3,UT,ROOSEVELT RADIO,37%,4,11%,1.9
USC00029271,33.8214,-109.9839,1575.8,AZ,WHITERIVER 1 SW,1%,-6666,2%,-6666
USC00482054,42.9589,-109.9958,2267.7,WY,CORA,89%,8,20%,1.7
USC00027855,34.2639,-110.0075,1954.1,AZ,SHOW LOW AP,11%,3,5%,-6666
USC00028619,31.7119,-110.0686,1420.1,AZ,TOMBSTONE,0%,-6666,0%,-6666
USC00028012,34.5081,-110.0839,1719.7,AZ,SNOWFLAKE,11%,-6666,5%,-6666
USC00025665,36.9853,-110.12,1676.7,AZ,MONUMENT VALLEY,1%,-6666,2%,-6666
USC00482242,42.9281,-110.1272,2235.7,WY,DANIEL FISH HATCHER,95%,6,27%,1
USC00423418,38.9906,-110.1544,1240.5,UT,GREEN RIVER AVIATIO,16%,3,5%,-6666
USC00024089,34.9094,-110.1544,1549.9,AZ,HOLBROOK,2%,-6666,3%,-6666
USC00482375,43.4136,-110.1631,2487.2,WY,DARWIN RCH,100%,14,28%,1.3
USC00423600,38.2553,-110.18,2011.7,UT,HANS FLAT RS,66%,3,15%,1.1
USC00485252,42.2644,-110.195,2011.1,WY,LA BARGE,51%,3,10%,-6666
USC00247620,48.9992,-110.2147,858,MT,SIMPSON 6 N WILDHOR,45%,4,12%,1.1
USC00029562,31.4517,-110.2267,1399,AZ,Y LIGHTNING RCH,0%,-9999,1%,-6666
USC00022140,31.3456,-110.2542,1597.8,AZ,CORONADO NM HQ,1%,-6666,2%,-6666
USC00243445,47.6014,-110.2669,958.6,MT,GERALDINE,39%,3,24%,1
USC00027880,31.5553,-110.2847,1402.1,AZ,SIERRA VISTA,0%,-9999,0%,-9999
USC00486555,41.2708,-110.3306,2072.6,WY,MTN VIEW,65%,3,18%,1
USC00028018,34.5,-110.3333,1853.2,AZ,SNOWFLAKE 15 W,19%,2,8%,-6666
USC00245387,46.5,-110.3378,1463,MT,MARTINSDALE 3 NNW,31%,3,13%,1
USC00423980,37.875,-110.3878,1219.2,UT,HITE RS,2%,-6666,3%,-6666
USC00422253,40.1678,-110.395,1682.5,UT,DUCHESNE,52%,4,14%,1
USC00485345,44.5619,-110.3986,2398.8,WY,LAKE YELLOWSTONE,100%,21,50%,1.7
USC00021330,32.3222,-110.4147,973.5,AZ,CASCABEL,1%,-6666,1%,-6666
USC00489025,44.9167,-110.4203,1909.9,WY,TOWER FALLS,99%,10,42%,1
USC00480865,43.2278,-110.4358,1991.9,WY,BONDURANT,99%,18,37%,2
USC00027036,32.3903,-110.4667,896.1,AZ,REDINGTON,0%,-9999,0%,-9999
USC00027480,33.1819,-110.5261,771.8,AZ,SAN CARLOS RSVR,0%,-9999,0%,-9999
USC00245153,47.9442,-110.5308,786.4,MT,LOMA 1 WNW,49%,4,13%,2
USC00485105,41.8167,-110.5333,2111,WY,KEMMERER 2 N,86%,9,22%,1
USC00245080,45.4836,-110.5689,1484.4,MT,LIVINGSTON 12 S,59%,3,16%,1
USC00486440,43.8567,-110.5889,2072,WY,MORAN 5WNW,100%,20,44%,2
USC00244954,46.3619,-110.6003,1706.9,MT,LENNEP 5 SW,84%,5,32%,0.8
USC00027530,32.6014,-110.6339,1054.6,AZ,SAN MANUEL,1%,-6666,1%,-6666
USC00243113,47.8306,-110.6608,807.4,MT,FT BENTON,42%,4,15%,2
USC00488315,44.1333,-110.6658,2097.6,WY,SNAKE RIVER,100%,31,59%,2.7
USC00429368,39.5447,-110.6861,1645.9,UT,WELLINGTON 3 E,43%,5,10%,-6666
USC00489905,44.9767,-110.6964,1898.9,WY,YELLOWSTONE PK MAMM,91%,5,28%,1
USW00023170,38.3706,-110.7153,1313.1,UT,HANKSVILLE,14%,1,4%,-6666
USC00486428,43.6536,-110.7169,1964.1,WY,MOOSE,99%,19,48%,2
USC00421020,37.53,-110.7203,1164.9,UT,BULLFROG BASIN,2%,-6666,3%,-6666
USW00023194,35.0281,-110.7208,1489.3,AZ,WINSLOW MUNI AP,9%,-6666,6%,-6666
USC00028998,32.1264,-110.7247,908.3,AZ,VAIL 7 N,0%,-9999,0%,-9999
USC00026119,32.6025,-110.7344,1374.6,AZ,ORACLE 2 SE,0%,-6666,4%,-6666
USC00246902,47.2972,-110.7456,1284.7,MT,RAYNESFORD 2 NNW,63%,6,13%,2
USC00026282,31.5481,-110.7517,1277.1,AZ,PATAGONIA #2,0%,-6666,0%,-6666
USC00246008,47.0414,-110.7761,1594.1,MT,NEIHART 8 NNW,83%,7,20%,1.8
USC00486845,44.4569,-110.8328,2243.3,WY,OLD FAITHFUL,100%,21,48%,2
USC00028800,32.25,-110.8333,769.9,AZ,TUCSON MAGNETIC OBS,0%,-6666,0%,-6666
USC00027593,31.7625,-110.8464,1310.6,AZ,SANTA RITA EXP RANG,0%,-6666,1%,-6666
USC00025512,33.4044,-110.87,1085.1,AZ,MIAMI,0%,-9999,0%,-9999
USC00024590,33.0483,-110.9125,557.8,AZ,KEARNY,0%,-9999,0%,-9999
USC00026653,34.0989,-110.9442,1539.2,AZ,PLEASANT VALLEY R S,0%,-6666,1%,-6666
USC00028796,32.2817,-110.9442,710.2,AZ,TUCSON CAMP AVE EXP,0%,-9999,0%,-6666
USC00028815,32.2292,-110.9536,742.2,AZ,TUCSON WFO,0%,-9999,0%,-6666
USW00023160,32.1314,-110.9553,776.9,AZ,TUCSON INTL AP,0%,-6666,1%,-6666
USC00025924,31.4553,-110.9681,1054.9,AZ,NOGALES 6 N,0%,-6666,0%,-6666
USC00023668,31.8931,-110.9978,883.9,AZ,GREEN VALLEY,0%,-9999,0%,-9999
USC00028817,32.2581,-111.0053,705.6,AZ,TUCSON U OF A #1,0%,-9999,0%,-9999
USC00421214,39.2078,-111.0125,1713,UT,CASTLE DALE,33%,3,9%,-6666
USC00421216,39.1744,-111.0292,1725.2,UT,CASTLEDALE HUNTER U,27%,2,7%,-6666
USC00480140,43.7728,-111.0339,1962,WY,ALTA 1 NNW,98%,13,22%,2
USC00241044,45.6622,-111.0453,1497.5,MT,BOZEMAN MONTANA ST,91%,6,29%,0.9
USC00028865,31.5678,-111.0497,995.8,AZ,TUMACACORI NM,0%,-6666,0%,-6666
USC00243157,46.6547,-111.0939,1435.6,MT,FT LOGAN 4 ESE,51%,4,9%,-6666
USC00028348,33.3003,-111.0972,871.7,AZ,SUPERIOR,0%,-9999,0%,-9999
USC00422798,39.0875,-111.1325,1805.3,UT,FERRON,50%,3,12%,1.3
USC00027281,33.6731,-111.1508,672.1,AZ,ROOSEVELT 1 WNW,0%,-9999,0%,-9999
USC00241047,45.675,-111.155,1455.4,MT,BOZEMAN 6 W EXP FAR,53%,5,13%,1
USW00024132,45.7881,-111.1608,1349.3,MT,BOZEMAN GALLATIN FL,76%,3,20%,0.5
USC00427165,41.6628,-111.1861,1911.1,UT,RANDOLPH,79%,4,24%,1
USC00028795,32.2542,-111.1961,780.6,AZ,TUCSON 17 NW,0%,-9999,0%,-6666
USC00427729,39.6842,-111.2056,2650.8,UT,SCOFIELD-SKYLINE MI,92%,12,36%,2.9
USC00241525,47.7919,-111.2192,1051.6,MT,CARTER 14 W,31%,3,12%,1.2
USC00421171,38.2917,-111.2622,1676.4,UT,CAPITOL REEF NP,11%,3,6%,-6666
USC00100470,44.0425,-111.2739,1588.6,ID,ASHTON 1N,95%,14,34%,1.3
USC00023448,34.1111,-111.2758,883.9,AZ,GISELA,0%,-9999,1%,-6666
USC00424467,40.6492,-111.2847,1973.6,UT,KAMAS,88%,8,24%,2
USC00020498,33.0869,-111.2864,472.4,AZ,ASHURST HAYDEN DAM,0%,-9999,0%,-9999
USC00026840,33.8556,-111.3064,708.7,AZ,PUNKIN CTR,0%,-9999,0%,-6666
USC00105275,42.1231,-111.3139,1806.2,ID,LIFTON PUMPING STN,79%,4,17%,1
USC00424856,41.825,-111.3208,1822.7,UT,LAKETOWN,66%,4,20%,2
USC00020380,31.5722,-111.335,1103.4,AZ,ARIVACA,0%,-6666,1%,-6666
USC00244038,44.8667,-111.3392,1977.8,MT,HEBGEN DAM,100%,18,41%,2.9
USW00093139,34.2325,-111.3447,1478.3,AZ,PAYSON,6%,-6666,4%,-6666
USC00029542,35.5247,-111.3703,1496,AZ,WUPATKI NM,4%,-6666,2%,-6666
USW00024143,47.4733,-111.3822,1116.8,MT,GREAT FALLS INTL AP,42%,3,25%,0.7
USC00020287,31.9792,-111.3831,838.2,AZ,ANVIL RCH,0%,-9999,0%,-6666
USC00243753,47.4597,-111.3847,1129.3,MT,GREAT FALLS WFO,38%,3,22%,0.7
USC00100803,42.3353,-111.385,1817.8,ID,BERN,86%,8,38%,1.1
USC00023027,33.0364,-111.3881,426.7,AZ,FLORENCE,0%,-9999,0%,-9999
USC00026513,32.6464,-111.4017,603.8,AZ,PICACHO 8 SE,0%,-9999,0%,-9999
USC00429165,40.7908,-111.4078,1810.5,UT,WANSHIP DAM,80%,3,27%,1.7
USC00422702,39.7483,-111.4164,2057.4,UT,FAIRVIEW 8N,82%,10,16%,4.6
USC00420849,37.905,-111.42,2036.1,UT,BOULDER,32%,5,12%,2
USC00423809,40.4917,-111.4261,1703.8,UT,HEBER,70%,5,22%,2
USC00422385,40.9675,-111.4308,1667.3,UT,ECHO DAM,75%,4,23%,1.7
USC00025700,33.5544,-111.4425,519.7,AZ,MORMON FLAT,0%,-9999,0%,-9999
USC00026180,36.9208,-111.4483,1301.5,AZ,PAGE,0%,-6666,2%,-6666
USC00248363,45.9469,-111.4747,1230.2,MT,TRIDENT,43%,2,10%,1
USC00020288,33.4625,-111.4814,630.9,AZ,APACHE JUNCTION 5 N,0%,-9999,0%,-9999
USC00029114,36.9953,-111.4914,1136.9,AZ,WAHWEAP,0%,-6666,1%,-6666
USC00427909,40.5453,-111.5042,1831.8,UT,SNAKE CREEK POWERHO,85%,15,22%,3
USC00029156,35.1706,-111.5067,2037.6,AZ,WALNUT CANYON N.M.,44%,4,13%,2
USC00022807,32.7819,-111.5186,470.9,AZ,ELOY 4 NE,0%,-9999,0%,-9999
USC00028214,33.5575,-111.5358,433.4,AZ,STEWART MOUNTAIN,0%,-9999,0%,-9999
USC00021314,32.9947,-111.5367,432.5,AZ,CASA GRANDE NM,0%,-9999,0%,-9999
USC00248324,46.3308,-111.5378,1170.4,MT,TOWNSEND,43%,2,16%,0.5
USC00028329,35.3694,-111.5436,2127.5,AZ,SUNSET CRATER NM,59%,5,16%,2
USC00027619,31.4831,-111.5436,1094.2,AZ,SASABE,0%,-9999,1%,-6666
USC00427846,40.6008,-111.5842,2664,UT,SILVER LAKE BRIGHTO,100%,35,43%,3.5
USC00024675,31.96,-111.5972,2069.6,AZ,KITT PEAK,3%,-6666,3%,-6666
USC00422592,37.7686,-111.5978,1770.9,UT,ESCALANTE,22%,5,8%,-6666
USC00246700,47.6544,-111.5981,1143,MT,POWER 6 SE,58%,2,21%,0.6
USC00024849,36.8644,-111.6022,978.4,AZ,LEES FERRY,1%,-6666,1%,-6666
USC00027622,31.6036,-111.6022,1165.9,AZ,SASABE 7 NW,0%,-9999,1%,-6666
USC00428119,40.0797,-111.6044,1438.7,UT,SPANISH FORK PWR HO,62%,4,23%,1.8
USC00425402,39.2583,-111.6306,1749.6,UT,MANTI,61%,4,21%,1.2
